Eviction ID,Address,City,Year,Eviction Notice Source Zipcode,File Date,Non Payment,Breach,Nuisance,Illegal Use,Failure to Sign Renewal,Access Denial,Unapproved Subtenant,Owner Move In,Demolition,Capital Improvement,Substantial Rehab,Ellis Act WithDrawal,Condo Conversion,Roommate Same Unit,Other Cause,Late Payments,Lead Remediation,Development,Good Samaritan Ends,Constraints Date,Supervisor District,Neighborhoods - Analysis Boundaries,Location,Shape,data_as_of,data_loaded_at
M210001,3100 Block Of Octavia Street,San Francisco,2021,94123,1/4/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,Marina,"    (37.801174807, -122.429500503)",POINT (-122.429500503 37.801174807),4/11/2026 0:00,4/11/2026 5:22
M210003,300 Block Of King Street,San Francisco,2021,94158,1/5/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,Mission Bay,"    (37.775328443, -122.395002097)",POINT (-122.395002097 37.775328443),4/11/2026 0:00,4/11/2026 5:22
M210002,1200 Block Of Pine Street,San Francisco,2021,94109,1/5/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,Nob Hill,"    (37.790095488, -122.416370999)",POINT (-122.416370999 37.790095488),4/11/2026 0:00,4/11/2026 5:22
M210004,600 Block Of Bush Street,San Francisco,2021,94108,1/5/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,Nob Hill,"    (37.790265262, -122.408389146)",POINT (-122.408389146 37.790265262),4/11/2026 0:00,4/11/2026 5:22
M210007,1400 Block Of Fulton Street,San Francisco,2021,94117,1/7/2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,Western Addition,"    (37.77659376, -122.440677225)",POINT (-122.440677225 37.77659376),4/11/2026 0:00,4/11/2026 5:22
M210008,1400 Block Of Fulton Street,San Francisco,2021,94117,1/7/2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,Western Addition,"    (37.77659376, -122.440677225)",POINT (-122.440677225 37.77659376),4/11/2026 0:00,4/11/2026 5:22
M210009,600 Block Of Arguello Boulevard,San Francisco,2021,94118,1/7/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,Inner Richmond,"    (37.777627831, -122.458678339)",POINT (-122.458678339 37.777627831),4/11/2026 0:00,4/11/2026 5:22
M210006,100 Block Of Vienna Street,San Francisco,2021,94112,1/7/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,11,Excelsior,"    (37.72590138, -122.426262999)",POINT (-122.426262999 37.72590138),4/11/2026 0:00,4/11/2026 5:22
M210010,1200 Block Of Pine Street,San Francisco,2021,94109,1/8/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,Nob Hill,"    (37.790095488, -122.416370999)",POINT (-122.416370999 37.790095488),4/11/2026 0:00,4/11/2026 5:22
M210011,700 Block Of Tennessee Street,San Francisco,2021,94107,1/8/2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,Potrero Hill,"    (37.762352641, -122.389601294)",POINT (-122.389601294 37.762352641),4/11/2026 0:00,4/11/2026 5:22
M210052,800 Block Of Oak Street,San Francisco,2021,94117,1/11/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,5,Haight Ashbury,"    (37.773598943, -122.433277155)",POINT (-122.433277155 37.773598943),4/11/2026 0:00,4/11/2026 5:22
M210014,1400 Block Of Fulton Street,San Francisco,2021,94117,1/11/2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,Western Addition,"    (37.77659376, -122.440677225)",POINT (-122.440677225 37.77659376),4/11/2026 0:00,4/11/2026 5:22
M210013,0 Block Of Gilette Avenue,San Francisco,2021,94134,1/11/2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,Bayview Hunters Point,"    (37.711343986, -122.396421634)",POINT (-122.396421634 37.711343986),4/11/2026 0:00,4/11/2026 5:22
M210018,600 Block Of Eddy Street,San Francisco,2021,94109,1/11/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,Tenderloin,"    (37.783260387, -122.418366153)",POINT (-122.418366153 37.783260387),4/11/2026 0:00,4/11/2026 5:22
M210012,100 Block Of Trenton Street,San Francisco,2021,94133,1/11/2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,Chinatown,"    (37.796150736, -122.409231849)",POINT (-122.409231849 37.796150736),4/11/2026 0:00,4/11/2026 5:22
M210016,700 Block Of Tennessee Street,San Francisco,2021,94107,1/11/2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,Potrero Hill,"    (37.762352641, -122.389601294)",POINT (-122.389601294 37.762352641),4/11/2026 0:00,4/11/2026 5:22
M210051,800 Block Of Oak Street,San Francisco,2021,94117,1/11/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,5,Haight Ashbury,"    (37.773598943, -122.433277155)",POINT (-122.433277155 37.773598943),4/11/2026 0:00,4/11/2026 5:22
M210017,400 Block Of Eddy Street,San Francisco,2021,94109,1/11/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,Tenderloin,"    (37.783565477, -122.415051135)",POINT (-122.415051135 37.783565477),4/11/2026 0:00,4/11/2026 5:22
M210015,1400 Block Of Fulton Street,San Francisco,2021,94117,1/11/2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,Western Addition,"    (37.77659376, -122.440677225)",POINT (-122.440677225 37.77659376),4/11/2026 0:00,4/11/2026 5:22
M210043,400 Block Of Turk Street,San Francisco,2021,94102,1/12/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,Tenderloin,"    (37.782448498, -122.416327441)",POINT (-122.416327441 37.782448498),4/11/2026 0:00,4/11/2026 5:22
M210044,400 Block Of Turk Street,San Francisco,2021,94102,1/12/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,Tenderloin,"    (37.782448498, -122.416327441)",POINT (-122.416327441 37.782448498),4/11/2026 0:00,4/11/2026 5:22
M210042,2800 Block Of Mission Street,San Francisco,2021,94110,1/12/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,Mission,"    (37.751435274, -122.418435536)",POINT (-122.418435536 37.751435274),4/11/2026 0:00,4/11/2026 5:22
M210041,2700 Block Of Webster Street,San Francisco,2021,94123,1/12/2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,Marina,"    (37.795892187, -122.433631822)",POINT (-122.433631822 37.795892187),4/11/2026 0:00,4/11/2026 5:22
M210045,1600 Block Of Lombard Street,San Francisco,2021,94123,1/13/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,Marina,"    (37.800665929, -122.428624465)",POINT (-122.428624465 37.800665929),4/11/2026 0:00,4/11/2026 5:22
M210047,0 Block Of Venus Street,San Francisco,2021,94124,1/13/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,Bayview Hunters Point,"    (37.731850435, -122.396778517)",POINT (-122.396778517 37.731850435),4/11/2026 0:00,4/11/2026 5:22
M210049,0 Block Of Minerva Street,San Francisco,2021,94112,1/13/2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,Oceanview/Merced/Ingleside,"    (37.71568992, -122.45479584)",POINT (-122.45479584 37.71568992),4/11/2026 0:00,4/11/2026 5:22
M210046,0 Block Of Venus Street,San Francisco,2021,94124,1/13/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,Bayview Hunters Point,"    (37.731850435, -122.396778517)",POINT (-122.396778517 37.731850435),4/11/2026 0:00,4/11/2026 5:22
M210048,0 Block Of Minerva Street,San Francisco,2021,94112,1/13/2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,Oceanview/Merced/Ingleside,"    (37.71568992, -122.45479584)",POINT (-122.45479584 37.71568992),4/11/2026 0:00,4/11/2026 5:22
M210050,3000 Block Of Harrison Street,San Francisco,2021,94110,1/13/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,Mission,"    (37.748619521, -122.411584191)",POINT (-122.411584191 37.748619521),4/11/2026 0:00,4/11/2026 5:22
M210111,0 Block Of Otsego Avenue,San Francisco,2021,94112,1/13/2021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,11,Outer Mission,"    (37.726562732, -122.439143414)",POINT (-122.439143414 37.726562732),4/11/2026 0:00,4/11/2026 5:22
M210054,2600 Block Of 22nd Avenue,San Francisco,2021,94116,1/14/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,Sunset/Parkside,"    (37.738244682, -122.478641294)",POINT (-122.478641294 37.738244682),4/11/2026 0:00,4/11/2026 5:22
M210053,1000 Block Of Howard Street,San Francisco,2021,94103,1/14/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,South of Market,"    (37.779489776, -122.407376438)",POINT (-122.407376438 37.779489776),4/11/2026 0:00,4/11/2026 5:22
M210055,300 Block Of Union Street,San Francisco,2021,94133,1/15/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,North Beach,"    (37.800938367, -122.405642887)",POINT (-122.405642887 37.800938367),4/11/2026 0:00,4/11/2026 5:22
M210056,2700 Block Of Webster Street,San Francisco,2021,94123,1/15/2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,Marina,"    (37.795892187, -122.433631822)",POINT (-122.433631822 37.795892187),4/11/2026 0:00,4/11/2026 5:22
M210057,700 Block Of Commercial Street,San Francisco,2021,94108,1/15/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,Chinatown,"    (37.793980821, -122.405476352)",POINT (-122.405476352 37.793980821),4/11/2026 0:00,4/11/2026 5:22
M210058,0 Block Of Gold Mine Drive,San Francisco,2021,94131,1/15/2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,Noe Valley,"    (37.743921473, -122.437233045)",POINT (-122.437233045 37.743921473),4/11/2026 0:00,4/11/2026 5:22
M210067,0 Block Of 08th Street,San Francisco,2021,94103,1/19/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,South of Market,"    (37.777887965, -122.413601564)",POINT (-122.413601564 37.777887965),4/11/2026 0:00,4/11/2026 5:22
M210069,800 Block Of Gonzalez Drive,San Francisco,2021,94132,1/19/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,Lakeshore,"    (37.717612479, -122.482371216)",POINT (-122.482371216 37.717612479),4/11/2026 0:00,4/11/2026 5:22
M210065,1400 Block Of Newcomb Avenue,San Francisco,2021,94124,1/19/2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,Bayview Hunters Point,"    (37.733592415, -122.387018017)",POINT (-122.387018017 37.733592415),4/11/2026 0:00,4/11/2026 5:22
M210063,500 Block Of 27th Avenue,San Francisco,2021,94121,1/19/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,Outer Richmond,"    (37.779027964, -122.48687687)",POINT (-122.48687687 37.779027964),4/11/2026 0:00,4/11/2026 5:22
M210064,1400 Block Of Newcomb Avenue,San Francisco,2021,94124,1/19/2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,Bayview Hunters Point,"    (37.733592415, -122.387018017)",POINT (-122.387018017 37.733592415),4/11/2026 0:00,4/11/2026 5:22
M210062,1400 Block Of Steiner Street,San Francisco,2021,94115,1/19/2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,Western Addition,"    (37.782625674, -122.434187754)",POINT (-122.434187754 37.782625674),4/11/2026 0:00,4/11/2026 5:22
M210068,200 Block Of Haight Street,San Francisco,2021,94102,1/19/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,5,Hayes Valley,"    (37.772683853, -122.426346199)",POINT (-122.426346199 37.772683853),4/11/2026 0:00,4/11/2026 5:22
M210061,700 Block Of Burnett Avenue,San Francisco,2021,94131,1/19/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,Twin Peaks,"    (37.750087132, -122.445350114)",POINT (-122.445350114 37.750087132),4/11/2026 0:00,4/11/2026 5:22
M210066,2200 Block Of Bryant Street,San Francisco,2021,94110,1/19/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,Mission,"    (37.758811013, -122.409769028)",POINT (-122.409769028 37.758811013),4/11/2026 0:00,4/11/2026 5:22
M210117,2900 Block Of 25th Street,San Francisco,2021,94110,1/20/2021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,9,Mission,"    (37.751283573, -122.408512518)",POINT (-122.408512518 37.751283573),4/11/2026 0:00,4/11/2026 5:22
M210114,2900 Block Of 25th Street,San Francisco,2021,94110,1/20/2021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,9,Mission,"    (37.751283573, -122.408512518)",POINT (-122.408512518 37.751283573),4/11/2026 0:00,4/11/2026 5:22
M210070,1200 Block Of Taylor Street,San Francisco,2021,94108,1/20/2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,Nob Hill,"    (37.793885306, -122.412851826)",POINT (-122.412851826 37.793885306),4/11/2026 0:00,4/11/2026 5:22
M210112,2900 Block Of 25th Street,San Francisco,2021,94110,1/20/2021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,9,Mission,"    (37.751283573, -122.408512518)",POINT (-122.408512518 37.751283573),4/11/2026 0:00,4/11/2026 5:22
M210113,2900 Block Of 25th Street,San Francisco,2021,94110,1/20/2021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,9,Mission,"    (37.751283573, -122.408512518)",POINT (-122.408512518 37.751283573),4/11/2026 0:00,4/11/2026 5:22
M210116,2900 Block Of 25th Street,San Francisco,2021,94110,1/20/2021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,9,Mission,"    (37.751283573, -122.408512518)",POINT (-122.408512518 37.751283573),4/11/2026 0:00,4/11/2026 5:22
M210071,1200 Block Of Taylor Street,San Francisco,2021,94108,1/20/2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,Nob Hill,"    (37.793885306, -122.412851826)",POINT (-122.412851826 37.793885306),4/11/2026 0:00,4/11/2026 5:22
M210072,1100 Block Of Larkin Street,San Francisco,2021,94109,1/20/2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,Nob Hill,"    (37.788208021, -122.418443835)",POINT (-122.418443835 37.788208021),4/11/2026 0:00,4/11/2026 5:22
M210115,2900 Block Of 25th Street,San Francisco,2021,94110,1/20/2021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,9,Mission,"    (37.751283573, -122.408512518)",POINT (-122.408512518 37.751283573),4/11/2026 0:00,4/11/2026 5:22
M210126,0 Block Of Cunningham Place,San Francisco,2021,94110,1/21/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,Mission,"    (37.75940525, -122.421740388)",POINT (-122.421740388 37.75940525),4/11/2026 0:00,4/11/2026 5:22
M210076,1400 Block Of Steiner Street,San Francisco,2021,94115,1/21/2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,Western Addition,"    (37.782625674, -122.434187754)",POINT (-122.434187754 37.782625674),4/11/2026 0:00,4/11/2026 5:22
M210119,0 Block Of Mullen Avenue,San Francisco,2021,94110,1/21/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,Bernal Heights,"    (37.746316088, -122.409798653)",POINT (-122.409798653 37.746316088),4/11/2026 0:00,4/11/2026 5:22
M210074,500 Block Of South Van Ness Avenue,San Francisco,2021,94110,1/21/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,Mission,"    (37.764373209, -122.41747849)",POINT (-122.41747849 37.764373209),4/11/2026 0:00,4/11/2026 5:22
M210125,2700 Block Of 16th Street,San Francisco,2021,95103,1/21/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,Mission,"    (37.76532636, -122.414201572)",POINT (-122.414201572 37.76532636),4/11/2026 0:00,4/11/2026 5:22
M210078,800 Block Of Innes Avenue,San Francisco,2021,94122,1/21/2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,Bayview Hunters Point,"    (37.732291047, -122.376157904)",POINT (-122.376157904 37.732291047),4/11/2026 0:00,4/11/2026 5:22
M210075,1400 Block Of Steiner Street,San Francisco,2021,94115,1/21/2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,Western Addition,"    (37.782625674, -122.434187754)",POINT (-122.434187754 37.782625674),4/11/2026 0:00,4/11/2026 5:22
M210118,1200 Block Of 18th Avenue,San Francisco,2021,94122,1/21/2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,Inner Sunset,"    (37.764556649, -122.476051424)",POINT (-122.476051424 37.764556649),4/11/2026 0:00,4/11/2026 5:22
M210073,600 Block Of Powell Street,San Francisco,2021,94108,1/21/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,Nob Hill,"    (37.790942138, -122.409016348)",POINT (-122.409016348 37.790942138),4/11/2026 0:00,4/11/2026 5:22
M210077,1200 Block Of 18th Avenue,San Francisco,2021,94122,1/21/2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,Inner Sunset,"    (37.764556649, -122.476051424)",POINT (-122.476051424 37.764556649),4/11/2026 0:00,4/11/2026 5:22
M210122,500 Block Of Valencia Street,San Francisco,2021,94110,1/22/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,Mission,"    (37.764104409, -122.421877973)",POINT (-122.421877973 37.764104409),4/11/2026 0:00,4/11/2026 5:22
M210120,2000 Block Of Chestnut Street,San Francisco,2021,94123,1/22/2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,Marina,"    (37.800803175, -122.436797742)",POINT (-122.436797742 37.800803175),4/11/2026 0:00,4/11/2026 5:22
M210123,500 Block Of Valencia Street,San Francisco,2021,94110,1/22/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,9,Mission,"    (37.764104409, -122.421877973)",POINT (-122.421877973 37.764104409),4/11/2026 0:00,4/11/2026 5:22
M210121,500 Block Of Valencia Street,San Francisco,2021,94110,1/22/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,Mission,"    (37.764104409, -122.421877973)",POINT (-122.421877973 37.764104409),4/11/2026 0:00,4/11/2026 5:22
M210124,500 Block Of Valencia Street,San Francisco,2021,94110,1/22/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,Mission,"    (37.764104409, -122.421877973)",POINT (-122.421877973 37.764104409),4/11/2026 0:00,4/11/2026 5:22
M210129,1300 Block Of York Street,San Francisco,2021,94110,1/25/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,Mission,"    (37.750452868, -122.40802958)",POINT (-122.40802958 37.750452868),4/11/2026 0:00,4/11/2026 5:22
M210134,600 Block Of John Muir Drive,San Francisco,2021,94132,1/25/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,Lakeshore,"    (37.714311121, -122.492030022)",POINT (-122.492030022 37.714311121),4/11/2026 0:00,4/11/2026 5:22
M210179,2200 Block Of 20th Avenue,San Francisco,2021,94116,1/25/2021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,4,Sunset/Parkside,"    (37.745797981, -122.477028813)",POINT (-122.477028813 37.745797981),4/11/2026 0:00,4/11/2026 5:22
M210131,2900 Block Of 22nd Street,San Francisco,2021,94110,1/25/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,Mission,"    (37.755787458, -122.413846105)",POINT (-122.413846105 37.755787458),4/11/2026 0:00,4/11/2026 5:22
M210133,3300 Block Of Octavia Street,San Francisco,2021,94123,1/25/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,Marina,"    (37.803059304, -122.429881854)",POINT (-122.429881854 37.803059304),4/11/2026 0:00,4/11/2026 5:22
M210138,300 Block Of Ellis Street,San Francisco,2021,94102,1/25/2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,Tenderloin,"    (37.785024662, -122.41197189)",POINT (-122.41197189 37.785024662),4/11/2026 0:00,4/11/2026 5:22
M210135,2000 Block Of Keith Street,San Francisco,2021,94124,1/25/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,10,Bayview Hunters Point,"    (37.728445703, -122.390320661)",POINT (-122.390320661 37.728445703),4/11/2026 0:00,4/11/2026 5:22
M210130,1800 Block Of 19th Avenue,San Francisco,2021,94122,1/25/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,Inner Sunset,"    (37.753316077, -122.476225071)",POINT (-122.476225071 37.753316077),4/11/2026 0:00,4/11/2026 5:22
M210139,2000 Block Of Keith Street,San Francisco,2021,94124,1/25/2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,Bayview Hunters Point,"    (37.728445703, -122.390320661)",POINT (-122.390320661 37.728445703),4/11/2026 0:00,4/11/2026 5:22
M210128,3300 Block Of Octavia Street,San Francisco,2021,94123,1/25/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,Marina,"    (37.803059304, -122.429881854)",POINT (-122.429881854 37.803059304),4/11/2026 0:00,4/11/2026 5:22
M210132,2000 Block Of Chestnut Street,San Francisco,2021,94123,1/25/2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,Marina,"    (37.800803175, -122.436797742)",POINT (-122.436797742 37.800803175),4/11/2026 0:00,4/11/2026 5:22
M210137,300 Block Of Ellos Street,San Francisco,2021,94102,1/25/2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,Financial District/South Beach,"    (37.785672038, -122.406852525)",POINT (-122.406852525 37.785672038),4/11/2026 0:00,4/11/2026 5:22
M210136,400 Block Of Valencia Street,San Francisco,2021,94103,1/25/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,Mission,"    (37.766134387, -122.421935076)",POINT (-122.421935076 37.766134387),4/11/2026 0:00,4/11/2026 5:22
M210141,500 Block Of South Van Ness Avenue,San Francisco,2021,94110,1/26/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,Mission,"    (37.764373209, -122.41747849)",POINT (-122.41747849 37.764373209),4/11/2026 0:00,4/11/2026 5:22
M210140,400 Block Of Valencia Street,San Francisco,2021,94103,1/26/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,Mission,"    (37.766134387, -122.421935076)",POINT (-122.421935076 37.766134387),4/11/2026 0:00,4/11/2026 5:22
M210146,0 Block Of Reardon Road,San Francisco,2021,94124,1/26/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,10,Bayview Hunters Point,"    (37.729434959, -122.377022281)",POINT (-122.377022281 37.729434959),4/11/2026 0:00,4/11/2026 5:22
M210142,300 Block Of Ellis Street,San Francisco,2021,94102,1/27/2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,Tenderloin,"    (37.785024662, -122.41197189)",POINT (-122.41197189 37.785024662),4/11/2026 0:00,4/11/2026 5:22
M210181,2000 Block Of 47th Avenue,San Francisco,2021,94116,1/27/2021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,4,Sunset/Parkside,"    (37.748250486, -122.506221854)",POINT (-122.506221854 37.748250486),4/11/2026 0:00,4/11/2026 5:22
M210180,1200 Block Of 47th Avenue,San Francisco,2021,94122,1/27/2021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,4,Sunset/Parkside,"    (37.76317384, -122.507265411)",POINT (-122.507265411 37.76317384),4/11/2026 0:00,4/11/2026 5:22
M210182,2000 Block Of 47th Avenue,San Francisco,2021,94116,1/27/2021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,4,Sunset/Parkside,"    (37.748250486, -122.506221854)",POINT (-122.506221854 37.748250486),4/11/2026 0:00,4/11/2026 5:22
M210145,1700 Block Of Pine Street,San Francisco,2021,94109,1/27/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,Western Addition,"    (37.78915316, -122.424612965)",POINT (-122.424612965 37.78915316),4/11/2026 0:00,4/11/2026 5:22
M210143,300 Block Of Ellis Street,San Francisco,2021,94102,1/27/2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,Tenderloin,"    (37.785024662, -122.41197189)",POINT (-122.41197189 37.785024662),4/11/2026 0:00,4/11/2026 5:22
M210144,0 Block Of 06th Street,San Francisco,2021,94103,1/27/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,South of Market,"    (37.781145862, -122.409026046)",POINT (-122.409026046 37.781145862),4/11/2026 0:00,4/11/2026 5:22
M210147,2600 Block Of 22nd Avenue,San Francisco,2021,94116,1/28/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,Sunset/Parkside,"    (37.738244682, -122.478641294)",POINT (-122.478641294 37.738244682),4/11/2026 0:00,4/11/2026 5:22
M210148,500 Block Of Noe Street,San Francisco,2021,94114,1/28/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,Castro/Upper Market,"    (37.760626675, -122.432685653)",POINT (-122.432685653 37.760626675),4/11/2026 0:00,4/11/2026 5:22
M210151,1700 Block Of 20th Street,San Francisco,2021,94107,1/29/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,Potrero Hill,"    (37.759934505, -122.398703844)",POINT (-122.398703844 37.759934505),4/11/2026 0:00,4/11/2026 5:22
M210152,2100 Block Of Taylor Street,San Francisco,2021,94133,1/29/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,Russian Hill,"    (37.802163581, -122.414518424)",POINT (-122.414518424 37.802163581),4/11/2026 0:00,4/11/2026 5:22
M210154,2700 Block Of San Bruno Avenue,San Francisco,2021,94134,1/29/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,Portola,"    (37.727050746, -122.403281819)",POINT (-122.403281819 37.727050746),4/11/2026 0:00,4/11/2026 5:22
