Eviction ID,Address,City,Year,Eviction Notice Source Zipcode,File Date,Non Payment,Breach,Nuisance,Illegal Use,Failure to Sign Renewal,Access Denial,Unapproved Subtenant,Owner Move In,Demolition,Capital Improvement,Substantial Rehab,Ellis Act WithDrawal,Condo Conversion,Roommate Same Unit,Other Cause,Late Payments,Lead Remediation,Development,Good Samaritan Ends,Constraints Date,Supervisor District,Neighborhoods - Analysis Boundaries,Location,Shape,data_as_of,data_loaded_at
M221896,200 Block Of Fremont Street,San Francisco,2022,94105,10/18/2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,6,Financial District/South Beach,"    (37.78832457, -122.393911345)",POINT (-122.393911345 37.78832457),4/11/2026 0:00,4/11/2026 5:22
M221858,200 Block Of Fremont Street,San Francisco,2022,94105,10/18/2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,6,Financial District/South Beach,"    (37.78832457, -122.393911345)",POINT (-122.393911345 37.78832457),4/11/2026 0:00,4/11/2026 5:22
M221894,200 Block Of Fremont Street,San Francisco,2022,94105,10/18/2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,6,Financial District/South Beach,"    (37.78832457, -122.393911345)",POINT (-122.393911345 37.78832457),4/11/2026 0:00,4/11/2026 5:22
M221859,200 Block Of Fremont Street,San Francisco,2022,94105,10/18/2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,6,Financial District/South Beach,"    (37.78832457, -122.393911345)",POINT (-122.393911345 37.78832457),4/11/2026 0:00,4/11/2026 5:22
M221845,200 Block Of Fremont Street,San Francisco,2022,94105,10/18/2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,6,Financial District/South Beach,"    (37.78832457, -122.393911345)",POINT (-122.393911345 37.78832457),4/11/2026 0:00,4/11/2026 5:22
M221897,200 Block Of Fremont Street,San Francisco,2022,94105,10/18/2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,6,Financial District/South Beach,"    (37.78832457, -122.393911345)",POINT (-122.393911345 37.78832457),4/11/2026 0:00,4/11/2026 5:22
M221847,200 Block Of Fremont Street,San Francisco,2022,94105,10/18/2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,6,Financial District/South Beach,"    (37.78832457, -122.393911345)",POINT (-122.393911345 37.78832457),4/11/2026 0:00,4/11/2026 5:22
M221848,200 Block Of Fremont Street,San Francisco,2022,94105,10/18/2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,6,Financial District/South Beach,"    (37.78832457, -122.393911345)",POINT (-122.393911345 37.78832457),4/11/2026 0:00,4/11/2026 5:22
M221840,100 Block Of Caine Avenue,San Francisco,2022,94117,10/18/2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,11,Oceanview/Merced/Ingleside,"    (37.715748295, -122.451744062)",POINT (-122.451744062 37.715748295),4/11/2026 0:00,4/11/2026 5:22
M221900,200 Block Of Fremont Street,San Francisco,2022,94105,10/18/2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,6,Financial District/South Beach,"    (37.78832457, -122.393911345)",POINT (-122.393911345 37.78832457),4/11/2026 0:00,4/11/2026 5:22
M221841,400 Block Of Leavenworth Street,San Francisco,2022,94102,10/18/2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,Tenderloin,"    (37.785128507, -122.414455367)",POINT (-122.414455367 37.785128507),4/11/2026 0:00,4/11/2026 5:22
M221849,200 Block Of Fremont Street,San Francisco,2022,94105,10/18/2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,6,Financial District/South Beach,"    (37.78832457, -122.393911345)",POINT (-122.393911345 37.78832457),4/11/2026 0:00,4/11/2026 5:22
M221852,200 Block Of Fremont Street,San Francisco,2022,94105,10/18/2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,6,Financial District/South Beach,"    (37.78832457, -122.393911345)",POINT (-122.393911345 37.78832457),4/11/2026 0:00,4/11/2026 5:22
M221854,200 Block Of Fremont Street,San Francisco,2022,94105,10/18/2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,6,Financial District/South Beach,"    (37.78832457, -122.393911345)",POINT (-122.393911345 37.78832457),4/11/2026 0:00,4/11/2026 5:22
M221901,0 Block Of 09th Street,San Francisco,2022,94103,10/19/2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,South of Market,"    (37.77714448, -122.415757032)",POINT (-122.415757032 37.77714448),4/11/2026 0:00,4/11/2026 5:22
M221903,800 Block Of Ofarrell Street,San Francisco,2022,94109,10/24/2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,Tenderloin,"    (37.78511799, -122.41873546)",POINT (-122.41873546 37.78511799),4/11/2026 0:00,4/11/2026 5:22
M221904,600 Block Of 12th Avenue,San Francisco,2022,94118,10/24/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,Inner Richmond,"    (37.776012171, -122.470296348)",POINT (-122.470296348 37.776012171),4/11/2026 0:00,4/11/2026 5:22
M221905,1600 Block Of 15th Street,San Francisco,2022,94103,10/24/2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,Mission,"    (37.766703828, -122.420236789)",POINT (-122.420236789 37.766703828),4/11/2026 0:00,4/11/2026 5:22
M221906,0 Block Of Essex Street,San Francisco,2022,94105,10/25/2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,Financial District/South Beach,"    (37.786004828, -122.395077257)",POINT (-122.395077257 37.786004828),4/11/2026 0:00,4/11/2026 5:22
M221968,1700 Block Of 38th Avenue,San Francisco,2022,94122,10/26/2022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12/24/2027,4,Sunset/Parkside,"    (37.754269489, -122.496966378)",POINT (-122.496966378 37.754269489),4/11/2026 0:00,4/11/2026 5:22
M221907,300 Block Of King Street,San Francisco,2022,94158,10/26/2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,Mission Bay,"    (37.775328443, -122.395002097)",POINT (-122.395002097 37.775328443),4/11/2026 0:00,4/11/2026 5:22
M221910,200 Block Of King Street,San Francisco,2022,94107,10/26/2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,Mission Bay,"    (37.777107404, -122.392746747)",POINT (-122.392746747 37.777107404),4/11/2026 0:00,4/11/2026 5:22
M221908,1300 Block Of California Street,San Francisco,2022,94109,10/27/2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,Nob Hill,"    (37.791235348, -122.415937525)",POINT (-122.415937525 37.791235348),4/11/2026 0:00,4/11/2026 5:22
M221911,1000 Block Of Bush Street,San Francisco,2022,94109,10/27/2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,Nob Hill,"    (37.789478818, -122.414561131)",POINT (-122.414561131 37.789478818),4/11/2026 0:00,4/11/2026 5:22
M221909,1300 Block Of California Street,San Francisco,2022,94109,10/27/2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,Nob Hill,"    (37.791235348, -122.415937525)",POINT (-122.415937525 37.791235348),4/11/2026 0:00,4/11/2026 5:22
M221914,300 Block Of Otsego Avenue,San Francisco,2022,94112,10/31/2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,Outer Mission,"    (37.723058085, -122.441302483)",POINT (-122.441302483 37.723058085),4/11/2026 0:00,4/11/2026 5:22
M221913,900 Block Of Oak Street,San Francisco,2022,94117,10/31/2022,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,5,Haight Ashbury,"    (37.773393279, -122.434919576)",POINT (-122.434919576 37.773393279),4/11/2026 0:00,4/11/2026 5:22
M221969,1800 Block Of Green Street,San Francisco,2022,94123,10/31/2022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12/26/2027,2,Marina,"    (37.796833257, -122.429537072)",POINT (-122.429537072 37.796833257),4/11/2026 0:00,4/11/2026 5:22
M221938,2400 Block Of Filbert Street,San Francisco,2022,94123,10/31/2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,Marina,"    (37.79744384, -122.439778051)",POINT (-122.439778051 37.79744384),4/11/2026 0:00,4/11/2026 5:22
M221915,0 Block Of Turk Street,San Francisco,2022,94102,11/1/2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,Tenderloin,"    (37.783388956, -122.409832446)",POINT (-122.409832446 37.783388956),4/11/2026 0:00,4/11/2026 5:22
M221916,1200 Block Of 42nd Avenue,San Francisco,2022,94122,11/1/2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,Sunset/Parkside,"    (37.763420729, -122.501766535)",POINT (-122.501766535 37.763420729),4/11/2026 0:00,4/11/2026 5:22
M221922,1000 Block Of Bush Street,San Francisco,2022,94109,11/2/2022,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,3,Nob Hill,"    (37.789478818, -122.414561131)",POINT (-122.414561131 37.789478818),4/11/2026 0:00,4/11/2026 5:22
M221927,1000 Block Of Bush Street,San Francisco,2022,94109,11/2/2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,Nob Hill,"    (37.789478818, -122.414561131)",POINT (-122.414561131 37.789478818),4/11/2026 0:00,4/11/2026 5:22
M221924,1000 Block Of Bush Street,San Francisco,2022,94109,11/2/2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,Nob Hill,"    (37.789478818, -122.414561131)",POINT (-122.414561131 37.789478818),4/11/2026 0:00,4/11/2026 5:22
M221923,1000 Block Of Bush Street,San Francisco,2022,94109,11/2/2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,Nob Hill,"    (37.789478818, -122.414561131)",POINT (-122.414561131 37.789478818),4/11/2026 0:00,4/11/2026 5:22
M221925,1000 Block Of Bush Street,San Francisco,2022,94109,11/2/2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,Nob Hill,"    (37.789478818, -122.414561131)",POINT (-122.414561131 37.789478818),4/11/2026 0:00,4/11/2026 5:22
M221921,1000 Block Of Bush Street,San Francisco,2022,94109,11/2/2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,Nob Hill,"    (37.789478818, -122.414561131)",POINT (-122.414561131 37.789478818),4/11/2026 0:00,4/11/2026 5:22
M221920,0 Block Of 06th Street,San Francisco,2022,94103,11/2/2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,South of Market,"    (37.781537434, -122.40951834)",POINT (-122.40951834 37.781537434),4/11/2026 0:00,4/11/2026 5:22
M221919,400 Block Of Buchanan Street,San Francisco,2022,94102,11/2/2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,5,Hayes Valley,"    (37.773679765, -122.427472954)",POINT (-122.427472954 37.773679765),4/11/2026 0:00,4/11/2026 5:22
M221926,1000 Block Of Bush Street,San Francisco,2022,94109,11/2/2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,Nob Hill,"    (37.789478818, -122.414561131)",POINT (-122.414561131 37.789478818),4/11/2026 0:00,4/11/2026 5:22
M221918,900 Block Of Pine Street,San Francisco,2022,94108,11/2/2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,Nob Hill,"    (37.790698769, -122.411621209)",POINT (-122.411621209 37.790698769),4/11/2026 0:00,4/11/2026 5:22
M221928,800 Block Of Geary Street,San Francisco,2022,94109,11/3/2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,Tenderloin,"    (37.786151402, -122.417257623)",POINT (-122.417257623 37.786151402),4/11/2026 0:00,4/11/2026 5:22
M222001,100 Block Of San Carlos Street,San Francisco,2022,94110,11/3/2022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12/31/2027,9,Mission,"    (37.760993188, -122.419982566)",POINT (-122.419982566 37.760993188),4/11/2026 0:00,4/11/2026 5:22
M221929,800 Block Of Geary Street,San Francisco,2022,94109,11/3/2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,Tenderloin,"    (37.786151402, -122.417257623)",POINT (-122.417257623 37.786151402),4/11/2026 0:00,4/11/2026 5:22
M221930,400 Block Of Valencia Street,San Francisco,2022,94110,11/3/2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,Mission,"    (37.766134387, -122.421935076)",POINT (-122.421935076 37.766134387),4/11/2026 0:00,4/11/2026 5:22
M221933,500 Block Of Huron Avenue,San Francisco,2022,94112,11/4/2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,Outer Mission,"    (37.713454278, -122.447700265)",POINT (-122.447700265 37.713454278),4/11/2026 0:00,4/11/2026 5:22
M221934,600 Block Of Ellis Street,San Francisco,2022,94109,11/4/2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,Tenderloin,"    (37.784288092, -122.416878028)",POINT (-122.416878028 37.784288092),4/11/2026 0:00,4/11/2026 5:22
M222025,0 Block Of Turk Street,San Francisco,2022,94102,11/7/2022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,Tenderloin,"    (37.783388956, -122.409832446)",POINT (-122.409832446 37.783388956),4/11/2026 0:00,4/11/2026 5:22
M222015,200 Block Of Harbor Road,San Francisco,2022,94124,11/7/2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,10,Bayview Hunters Point,"    (37.732408468, -122.378290058)",POINT (-122.378290058 37.732408468),4/11/2026 0:00,4/11/2026 5:22
M222048,700 Block Of 20th Avenue,San Francisco,2022,94121,11/7/2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,Outer Richmond,"    (37.773744692, -122.478973408)",POINT (-122.478973408 37.773744692),4/11/2026 0:00,4/11/2026 5:22
M222002,400 Block Of Fillmore Street,San Francisco,2022,94117,11/7/2022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1/3/2028,5,Hayes Valley,"    (37.773496894, -122.430795158)",POINT (-122.430795158 37.773496894),4/11/2026 0:00,4/11/2026 5:22
M222004,3200 Block Of 16th Street,San Francisco,2022,94103,11/7/2022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1/3/2028,8,Mission,"    (37.764755087, -122.425483296)",POINT (-122.425483296 37.764755087),4/11/2026 0:00,4/11/2026 5:22
M221935,600 Block Of Lombard Street,San Francisco,2022,94133,11/8/2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,North Beach,"    (37.802985058, -122.41222223)",POINT (-122.41222223 37.802985058),4/11/2026 0:00,4/11/2026 5:22
M221936,600 Block Of Lombard Street,San Francisco,2022,94133,11/8/2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,3,North Beach,"    (37.802985058, -122.41222223)",POINT (-122.41222223 37.802985058),4/11/2026 0:00,4/11/2026 5:22
M221937,500 Block Of Myra Way,San Francisco,2022,94127,11/8/2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,West of Twin Peaks,"    (37.738787268, -122.450627333)",POINT (-122.450627333 37.738787268),4/11/2026 0:00,4/11/2026 5:22
M222024,0 Block Of Leroy Place,San Francisco,2022,94109,11/9/2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,Nob Hill,"    (37.792008848, -122.415139729)",POINT (-122.415139729 37.792008848),4/11/2026 0:00,4/11/2026 5:22
M222023,200 Block Of Guerrero Street,San Francisco,2022,94103,11/9/2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,Mission,"    (37.767199127, -122.424452092)",POINT (-122.424452092 37.767199127),4/11/2026 0:00,4/11/2026 5:22
M222017,500 Block Of South Van Ness Avenue,San Francisco,2022,94110,11/9/2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,Mission,"    (37.764373209, -122.41747849)",POINT (-122.41747849 37.764373209),4/11/2026 0:00,4/11/2026 5:22
M222021,1000 Block Of Gilman Avenue,San Francisco,2022,94124,11/9/2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,Bayview Hunters Point,"    (37.718722284, -122.389118323)",POINT (-122.389118323 37.718722284),4/11/2026 0:00,4/11/2026 5:22
M222003,3900 Block Of 26th Street,San Francisco,2022,94131,11/9/2022,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,8,Noe Valley,"    (37.74837428, -122.428229413)",POINT (-122.428229413 37.74837428),4/11/2026 0:00,4/11/2026 5:22
M222018,500 Block Of Myra Way,San Francisco,2022,94127,11/9/2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,West of Twin Peaks,"    (37.738787268, -122.450627333)",POINT (-122.450627333 37.738787268),4/11/2026 0:00,4/11/2026 5:22
M222019,1500 Block Of Lombard Street,San Francisco,2022,94123,11/9/2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,Marina,"    (37.801107544, -122.427025792)",POINT (-122.427025792 37.801107544),4/11/2026 0:00,4/11/2026 5:22
M222020,1000 Block Of Gilman Avenue,San Francisco,2022,94124,11/9/2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,Bayview Hunters Point,"    (37.718722284, -122.389118323)",POINT (-122.389118323 37.718722284),4/11/2026 0:00,4/11/2026 5:22
M222027,0 Block Of 06th Street,San Francisco,2022,94103,11/10/2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,South of Market,"    (37.781537434, -122.40951834)",POINT (-122.40951834 37.781537434),4/11/2026 0:00,4/11/2026 5:22
M222026,3500 Block Of Santiago Street,San Francisco,2022,94116,11/10/2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,Sunset/Parkside,"    (37.743564441, -122.505284357)",POINT (-122.505284357 37.743564441),4/11/2026 0:00,4/11/2026 5:22
M222014,2100 Block Of 35th Avenue,San Francisco,2022,94116,11/14/2022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12/31/2027,4,Sunset/Parkside,"    (37.74695242, -122.493232205)",POINT (-122.493232205 37.74695242),4/11/2026 0:00,4/11/2026 5:22
M222031,0 Block Of 08th Street,San Francisco,2022,94103,11/14/2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,South of Market,"    (37.777887965, -122.413601564)",POINT (-122.413601564 37.777887965),4/11/2026 0:00,4/11/2026 5:22
M222005,1800 Block Of 42nd Avenue,San Francisco,2022,94122,11/14/2022,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,4,Sunset/Parkside,"    (37.752223065, -122.500983633)",POINT (-122.500983633 37.752223065),4/11/2026 0:00,4/11/2026 5:22
M222030,900 Block Of Geary Street,San Francisco,2022,94109,11/14/2022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,Tenderloin,"    (37.785942727, -122.418902557)",POINT (-122.418902557 37.785942727),4/11/2026 0:00,4/11/2026 5:22
M222032,800 Block Of Ofarrell Street,San Francisco,2022,94109,11/14/2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,Tenderloin,"    (37.78511799, -122.41873546)",POINT (-122.41873546 37.78511799),4/11/2026 0:00,4/11/2026 5:22
M222028,3600 Block Of 16th Street,San Francisco,2022,94114,11/14/2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,Castro/Upper Market,"    (37.76422556, -122.434190551)",POINT (-122.434190551 37.76422556),4/11/2026 0:00,4/11/2026 5:22
M222029,900 Block Of Geary Street,San Francisco,2022,94109,11/14/2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,Tenderloin,"    (37.785942727, -122.418902557)",POINT (-122.418902557 37.785942727),4/11/2026 0:00,4/11/2026 5:22
M222033,1000 Block Of Pine Street,San Francisco,2022,94109,11/14/2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,Nob Hill,"    (37.790513717, -122.413080089)",POINT (-122.413080089 37.790513717),4/11/2026 0:00,4/11/2026 5:22
M222034,1500 Block Of Underwood Avenue,San Francisco,2022,94124,11/15/2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,Bayview Hunters Point,"    (37.729301772, -122.390876776)",POINT (-122.390876776 37.729301772),4/11/2026 0:00,4/11/2026 5:22
M222035,1500 Block Of Underwood Avenue,San Francisco,2022,94124,11/15/2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,Bayview Hunters Point,"    (37.729301772, -122.390876776)",POINT (-122.390876776 37.729301772),4/11/2026 0:00,4/11/2026 5:22
M222039,3300 Block Of 21st Street,San Francisco,2022,94110,11/16/2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,Mission,"    (37.75678063, -122.422218843)",POINT (-122.422218843 37.75678063),4/11/2026 0:00,4/11/2026 5:22
M222045,0 Block Of Leroy Place,San Francisco,2022,94109,11/16/2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,Nob Hill,"    (37.792008848, -122.415139729)",POINT (-122.415139729 37.792008848),4/11/2026 0:00,4/11/2026 5:22
M222036,0 Block Of Turk Street,San Francisco,2022,94102,11/16/2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,Tenderloin,"    (37.783388956, -122.409832446)",POINT (-122.409832446 37.783388956),4/11/2026 0:00,4/11/2026 5:22
M222043,500 Block Of Guerrero Street,San Francisco,2022,94110,11/16/2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,Mission,"    (37.761937485, -122.42395573)",POINT (-122.42395573 37.761937485),4/11/2026 0:00,4/11/2026 5:22
M222041,3300 Block Of 21st Street,San Francisco,2022,94110,11/16/2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,Mission,"    (37.75678063, -122.422218843)",POINT (-122.422218843 37.75678063),4/11/2026 0:00,4/11/2026 5:22
M222042,1300 Block Of Stevenson Street,San Francisco,2022,94103,11/16/2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,Mission,"    (37.770783955, -122.421596103)",POINT (-122.421596103 37.770783955),4/11/2026 0:00,4/11/2026 5:22
M222047,0 Block Of Brooklyn Place,San Francisco,2022,94108,11/16/2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,Chinatown,"    (37.79303438, -122.407405071)",POINT (-122.407405071 37.79303438),4/11/2026 0:00,4/11/2026 5:22
M222046,0 Block Of Leroy Place,San Francisco,2022,94109,11/16/2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,Nob Hill,"    (37.792008848, -122.415139729)",POINT (-122.415139729 37.792008848),4/11/2026 0:00,4/11/2026 5:22
M222044,500 Block Of Guerrero Street,San Francisco,2022,94110,11/16/2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,Mission,"    (37.761937485, -122.42395573)",POINT (-122.42395573 37.761937485),4/11/2026 0:00,4/11/2026 5:22
M222040,3300 Block Of 21st Street,San Francisco,2022,94110,11/16/2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,Mission,"    (37.75678063, -122.422218843)",POINT (-122.422218843 37.75678063),4/11/2026 0:00,4/11/2026 5:22
M222050,600 Block Of Clay Street,San Francisco,2022,94111,11/17/2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,Chinatown,"    (37.794613864, -122.403978966)",POINT (-122.403978966 37.794613864),4/11/2026 0:00,4/11/2026 5:22
M222051,2000 Block Of Market Street,San Francisco,2022,94114,11/17/2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,8,Castro/Upper Market,"    (37.76830566, -122.427693846)",POINT (-122.427693846 37.76830566),4/11/2026 0:00,4/11/2026 5:22
M222049,600 Block Of Clay Street,San Francisco,2022,94111,11/17/2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,Chinatown,"    (37.794613864, -122.403978966)",POINT (-122.403978966 37.794613864),4/11/2026 0:00,4/11/2026 5:22
M222089,200 Block Of Lowell Street,San Francisco,2022,94112,11/17/2022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,11,Excelsior,"    (37.708943567, -122.444958463)",POINT (-122.444958463 37.708943567),4/11/2026 0:00,4/11/2026 5:22
M222052,5500 Block Of Mission Street,San Francisco,2022,94112,11/17/2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,Excelsior,"    (37.712008776, -122.44530739)",POINT (-122.44530739 37.712008776),4/11/2026 0:00,4/11/2026 5:22
M222055,1100 Block Of Plymouth Avenue,San Francisco,2022,94112,11/18/2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,11,Oceanview/Merced/Ingleside,"    (37.722866055, -122.456215123)",POINT (-122.456215123 37.722866055),4/11/2026 0:00,4/11/2026 5:22
M222054,1100 Block Of Bush Street,San Francisco,2022,94109,11/18/2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,Nob Hill,"    (37.789269247, -122.416205377)",POINT (-122.416205377 37.789269247),4/11/2026 0:00,4/11/2026 5:22
M222059,1500 Block Of 28th Avenue,San Francisco,2022,94122,11/18/2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,4,Sunset/Parkside,"    (37.758477268, -122.48637771)",POINT (-122.48637771 37.758477268),4/11/2026 0:00,4/11/2026 5:22
M222057,0 Block Of Wentworth Place,San Francisco,2022,94108,11/18/2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,Chinatown,"    (37.795646678, -122.406066658)",POINT (-122.406066658 37.795646678),4/11/2026 0:00,4/11/2026 5:22
M222058,0 Block Of Turk Street,San Francisco,2022,94102,11/18/2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,Tenderloin,"    (37.783388956, -122.409832446)",POINT (-122.409832446 37.783388956),4/11/2026 0:00,4/11/2026 5:22
M222112,100 Block Of Madrid Street,San Francisco,2022,94112,11/21/2022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1/16/2028,11,Excelsior,"    (37.727035865, -122.428638491)",POINT (-122.428638491 37.727035865),4/11/2026 0:00,4/11/2026 5:22
M222111,100 Block Of Margaret Avenue,San Francisco,2022,94112,11/21/2022,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,11,Oceanview/Merced/Ingleside,"    (37.716711905, -122.453113224)",POINT (-122.453113224 37.716711905),4/11/2026 0:00,4/11/2026 5:22
